seed	regime	gene_id	time	expression
7483	collapse	3	154	2.1900636210567496e-20
7483	collapse	3	155	1.6702097859568907e-20
7483	collapse	3	156	1.2737521546257944e-20
7483	collapse	3	157	9.714009278968367e-21
7483	collapse	3	158	7.4081850375969e-21
7483	collapse	3	159	5.6496936151712775e-21
7483	collapse	3	160	4.308615857604841e-21
7483	collapse	3	161	3.285870844429992e-21
7483	collapse	3	162	2.5058961135764793e-21
7483	collapse	3	163	1.911065262619102e-21
7483	collapse	3	164	1.457430570720508e-21
7483	collapse	3	165	1.1114761495538826e-21
7483	collapse	3	166	8.476417717129451e-22
7483	collapse	3	167	6.464344519168048e-22
7483	collapse	3	168	4.929882729032009e-22
7483	collapse	3	169	3.7596606028245367e-22
7483	collapse	3	170	2.867217641230995e-22
7483	collapse	3	171	2.1866166474976344e-22
7483	collapse	3	172	1.6675720866400368e-22
7483	collapse	3	173	1.271734825845958e-22
7483	collapse	3	174	9.698587680408612e-23
7483	collapse	3	175	7.396400445360145e-23
7483	collapse	3	176	5.640691216080408e-23
7483	collapse	3	177	4.3017407046662533e-23
7483	collapse	3	178	3.28062149829509e-23
7483	collapse	3	179	2.501888902607263e-23
7483	collapse	3	180	1.9080067780413822e-23
7483	collapse	3	181	1.4550965304470424e-23
7483	collapse	3	182	1.1096951759025983e-23
7483	collapse	3	183	8.462829533253852e-24
7483	collapse	3	184	6.453978152872319e-24
7483	collapse	3	185	4.92197488115993e-24
7483	collapse	3	186	3.753628604511768e-24
7483	collapse	3	187	2.8626167808052805e-24
7483	collapse	3	188	2.1831075533928624e-24
7483	collapse	3	189	1.6648958055718094e-24
7483	collapse	3	190	1.2696937865098445e-24
7483	collapse	3	191	9.683022441441504e-25
7483	collapse	3	192	7.384530561318431e-25
7483	collapse	3	193	5.631639630592115e-25
7483	collapse	3	194	4.294838444258024e-25
7483	collapse	3	195	3.2753583290405843e-25
7483	collapse	3	196	2.4978756795877365e-25
7483	collapse	3	197	1.9049467195616278e-25
7483	collapse	3	198	1.4527633032739826e-25
7483	collapse	3	199	1.1079161777845975e-25
7483	collapse	3	200	8.449265609899478e-26
7483	collapse	4	0	0.008149780010910606
7483	collapse	4	1	0.008171806602655079
7483	collapse	4	2	0.005484730467919177
7483	collapse	4	3	0.003938749929536968
7483	collapse	4	4	0.0034819219290780547
7483	collapse	4	5	0.004074288711765448
7483	collapse	4	6	0.006027241796074914
7483	collapse	4	7	0.007285969791321934
7483	collapse	4	8	0.007631946000810789
7483	collapse	4	9	0.007536150502099884
7483	collapse	4	10	0.007386664392325407
7483	collapse	4	11	0.0072260918155713635
7483	collapse	4	12	0.006990332647932486
7483	collapse	4	13	0.006648176265720809
7483	collapse	4	14	0.006222415012013473
7483	collapse	4	15	0.00575022098637035
7483	collapse	4	16	0.005258412899753963
7483	collapse	4	17	0.004762487977838047
7483	collapse	4	18	0.00427323101686599
7483	collapse	4	19	0.003800314920639314
7483	collapse	4	20	0.00335244204545351
7483	collapse	4	21	0.002936509872090427
7483	collapse	4	22	0.002557151414731803
7483	collapse	4	23	0.0022167224470305714
7483	collapse	4	24	0.0019155113206804405
7483	collapse	4	25	0.001652074397809174
7483	collapse	4	26	0.001423676899894262
7483	collapse	4	27	0.0012267961463106496
7483	collapse	4	28	0.0010576078673548452
7483	collapse	4	29	0.000912373364099515
7483	collapse	4	30	0.0007876804146845342
7483	collapse	4	31	0.0006805462160861112
7483	collapse	4	32	0.0005884312373604846
7483	collapse	4	33	0.0005092121037415027
7483	collapse	4	34	0.0004411331609836971
7483	collapse	4	35	0.0003827382355680209
7483	collapse	4	36	0.00033279043103108096
7483	collapse	4	37	0.00029019849745780534
7483	collapse	4	38	0.00025396542779918994
7483	collapse	4	39	0.00022316367382324958
7483	collapse	4	40	0.0001969333293308766
7483	collapse	4	41	0.00017449570701025656
7483	collapse	4	42	0.0001551715681185135
7483	collapse	4	43	0.0001383930687836124
7483	collapse	4	44	0.00012370364979803625
7483	collapse	4	45	0.00011074688904221708
7483	collapse	4	46	9.924894102685889e-05
7483	collapse	4	47	8.899910019320433e-05
7483	collapse	4	48	7.983150828687915e-05
7483	collapse	4	49	7.160984360396965e-05
7483	collapse	4	50	6.421625473215435e-05
7483	collapse	4	51	5.7545252334414714e-05
7483	collapse	4	52	5.150225863096737e-05
7483	collapse	4	53	4.6005244277289705e-05
7483	collapse	4	54	4.098712023095238e-05
7483	collapse	4	55	3.6396837450236844e-05
7483	collapse	4	56	3.219824702995289e-05
7483	collapse	4	57	2.8366964525552146e-05
7483	collapse	4	58	2.488620153322638e-05
7483	collapse	4	59	2.1742657967259405e-05
7483	collapse	4	60	1.892328983110316e-05
7483	collapse	4	61	1.641332467710914e-05
7483	collapse	4	62	1.4195484430831844e-05
7483	collapse	4	63	1.2250108097430387e-05
7483	collapse	4	64	1.055577994510479e-05
7483	collapse	4	65	9.090126502776386e-06
7483	collapse	4	66	7.830569838754026e-06
7483	collapse	4	67	6.7549373084203695e-06
7483	collapse	4	68	5.841894034452409e-06
7483	collapse	4	69	5.071201085298809e-06
7483	collapse	4	70	4.423839449699468e-06
7483	collapse	4	71	3.882073698858646e-06
7483	collapse	4	72	3.4295311816738214e-06
7483	collapse	4	73	3.0513327719720883e-06
7483	collapse	4	74	2.734253732154423e-06
7483	collapse	4	75	2.466854956468374e-06
7483	collapse	4	76	2.239526252181659e-06
7483	collapse	4	77	2.04441634186061e-06
7483	collapse	4	78	1.8752634693067763e-06
7483	collapse	4	79	1.7271646973599508e-06
7483	collapse	4	80	1.5963259313970044e-06
7483	collapse	4	81	1.4798251361281475e-06
7483	collapse	4	82	1.3754074337839065e-06
7483	collapse	4	83	1.2813188719091354e-06
7483	collapse	4	84	1.196177788553103e-06
7483	collapse	4	85	1.1188786416752971e-06
7483	collapse	4	86	1.0485218041868357e-06
7483	collapse	4	87	9.84363036807904e-07
7483	collapse	4	88	9.257773014919666e-07
7483	collapse	4	89	8.722327417065114e-07
7483	collapse	4	90	8.232717484436906e-07
7483	collapse	4	91	7.784969312869348e-07
7483	collapse	4	92	7.375604968723991e-07
7483	collapse	4	93	7.00156025419435e-07
7483	collapse	4	94	6.660119702046685e-07
7483	collapse	4	95	6.348864264874602e-07
7483	collapse	4	96	6.065628604995152e-07
7483	collapse	4	97	5.808465821142105e-07
7483	collapse	4	98	5.575618051848691e-07
7483	collapse	4	99	5.365491794917937e-07
