source_world_id,edge_id,source_gene,target_gene,sign,strength,abs_strength,source_outdegree,target_indegree,is_in_largest_scc,is_cycle_associated
stress_repression_biased_r010_t004,stress_repression_biased_r010_t004_e0001,19,6,-1,-0.2410159,0.2410159,2,4,True,NA
stress_repression_biased_r010_t004,stress_repression_biased_r010_t004_e0002,13,6,-1,-0.36957606,0.36957606,2,4,True,NA
stress_repression_biased_r010_t004,stress_repression_biased_r010_t004_e0003,17,6,1,0.3558696,0.3558696,2,4,True,NA
stress_repression_biased_r010_t004,stress_repression_biased_r010_t004_e0004,10,14,1,0.24405014,0.24405014,5,2,False,NA
stress_repression_biased_r010_t004,stress_repression_biased_r010_t004_e0005,11,14,-1,-0.30608287,0.30608287,3,2,True,NA
stress_repression_biased_r010_t004,stress_repression_biased_r010_t004_e0006,6,9,1,0.39304239,0.39304239,5,2,False,NA
stress_repression_biased_r010_t004,stress_repression_biased_r010_t004_e0007,19,9,1,0.32968516,0.32968516,2,2,False,NA
stress_repression_biased_r010_t004,stress_repression_biased_r010_t004_e0008,2,5,-1,-0.31548956,0.31548956,4,2,True,NA
stress_repression_biased_r010_t004,stress_repression_biased_r010_t004_e0009,7,5,-1,-0.2432361,0.2432361,2,2,True,NA
stress_repression_biased_r010_t004,stress_repression_biased_r010_t004_e0010,2,19,-1,-0.3874637,0.3874637,4,2,True,NA
stress_repression_biased_r010_t004,stress_repression_biased_r010_t004_e0011,14,19,1,0.35167233,0.35167233,1,2,True,NA
stress_repression_biased_r010_t004,stress_repression_biased_r010_t004_e0012,7,8,1,0.26741751,0.26741751,2,3,True,NA
stress_repression_biased_r010_t004,stress_repression_biased_r010_t004_e0013,17,8,-1,-0.2357513,0.2357513,2,3,True,NA
stress_repression_biased_r010_t004,stress_repression_biased_r010_t004_e0014,4,8,1,0.34627494,0.34627494,1,3,True,NA
stress_repression_biased_r010_t004,stress_repression_biased_r010_t004_e0015,6,16,-1,-0.20124119,0.20124119,5,1,False,NA
stress_repression_biased_r010_t004,stress_repression_biased_r010_t004_e0016,1,13,-1,-0.29086162,0.29086162,2,3,True,NA
stress_repression_biased_r010_t004,stress_repression_biased_r010_t004_e0017,8,13,-1,-0.23535494,0.23535494,1,3,True,NA
stress_repression_biased_r010_t004,stress_repression_biased_r010_t004_e0018,10,13,-1,-0.33162232,0.33162232,5,3,False,NA
stress_repression_biased_r010_t004,stress_repression_biased_r010_t004_e0019,18,7,-1,-0.28521675,0.28521675,2,2,True,NA
stress_repression_biased_r010_t004,stress_repression_biased_r010_t004_e0020,11,7,-1,-0.27124359,0.27124359,3,2,True,NA
stress_repression_biased_r010_t004,stress_repression_biased_r010_t004_e0021,6,15,-1,-0.28391999,0.28391999,5,2,True,NA
stress_repression_biased_r010_t004,stress_repression_biased_r010_t004_e0022,18,15,1,0.21212045,0.21212045,2,2,True,NA
stress_repression_biased_r010_t004,stress_repression_biased_r010_t004_e0023,10,1,-1,-0.25556136,0.25556136,5,3,False,NA
stress_repression_biased_r010_t004,stress_repression_biased_r010_t004_e0024,5,1,-1,-0.31012945,0.31012945,1,3,True,NA
stress_repression_biased_r010_t004,stress_repression_biased_r010_t004_e0025,3,1,-1,-0.34953181,0.34953181,4,3,True,NA
stress_repression_biased_r010_t004,stress_repression_biased_r010_t004_e0026,2,4,-1,-0.34488269,0.34488269,4,1,True,NA
stress_repression_biased_r010_t004,stress_repression_biased_r010_t004_e0027,6,17,-1,-0.2563795,0.2563795,5,2,True,NA
stress_repression_biased_r010_t004,stress_repression_biased_r010_t004_e0028,2,17,1,0.3389943,0.3389943,4,2,True,NA
stress_repression_biased_r010_t004,stress_repression_biased_r010_t004_e0029,11,12,1,0.37628943,0.37628943,3,2,False,NA
stress_repression_biased_r010_t004,stress_repression_biased_r010_t004_e0030,10,12,-1,-0.35855563,0.35855563,5,2,False,NA
stress_repression_biased_r010_t004,stress_repression_biased_r010_t004_e0031,1,18,1,0.27906753,0.27906753,2,1,True,NA
stress_repression_biased_r010_t004,stress_repression_biased_r010_t004_e0032,6,2,-1,-0.2736391,0.2736391,5,2,True,NA
stress_repression_biased_r010_t004,stress_repression_biased_r010_t004_e0033,3,2,1,0.35266167,0.35266167,4,2,True,NA
stress_repression_biased_r010_t004,stress_repression_biased_r010_t004_e0034,15,11,-1,-0.22430075,0.22430075,1,3,True,NA
stress_repression_biased_r010_t004,stress_repression_biased_r010_t004_e0035,3,11,-1,-0.30964128,0.30964128,4,3,True,NA
stress_repression_biased_r010_t004,stress_repression_biased_r010_t004_e0036,10,11,-1,-0.25073056,0.25073056,5,3,False,NA
stress_repression_biased_r010_t004,stress_repression_biased_r010_t004_e0037,13,3,-1,-0.23876801,0.23876801,2,1,True,NA
